구군분류,음식분류,업소명,전화번호,영업시간,좌석수,주차장,홈페이지,가능 외국어,예약여부,유아시설,죄식유무,후식유무,메뉴,간단설명,지하철,버스
서구,한식,구번식당,053-553-9009,07:00 ~ 22:00,48석(룸1),1대,없음,기타 (프랑스어),가능,불가능,가능,가능,"주먹시+대창 14,000원  생삼겹살 9,000원간천엽 13,000원  등골한마리분 20,000원지례한마리분 30,000원  주먹시 20,000원생등심 18,000원  생고기 30,000원불고기 13,000원  곱창전골 13,000원차돌박이 15,000원",구번식당은 중리동 곱창골목에 위치하고 있으며 34년 이상의 전통을 가지고 있는 전통의 곱창전골 전문점입니다.,주변에 지하철이 없습니다.,버스정류장은 `퀸스로드앞` 정류장이 가장 가깝습니다.
서구,한식,덕성불고기식당,053-567-0133,08:00 ~ 24:00,70석(룸1),1대,없음,기타 (프랑스어),가능,불가능,가능,가능,"주먹시(150g) 20,000원 ~ 25,000원 갈비살(150g) 24,000원주먹시+곱창(200g) 14,000원 곱창+대창전골(200g) 11,000원불고기(150g) 13,000원 차돌박이(150g) 17,000원곱창+대창구이(150g) 12,000원 생고기 30,000원 ~ 55,000원육회(200g) 25,000원 간.천엽 10,000원지래 23,000원",덕성식당은 중리골목에 위치한 34년 이상 오래된 음식점으로 주먹시와 곱창전골 전문점입니다.,주변에 지하철이 없습니다.,버스정류장은 `퀸스로드앞` 정류장이 가장 가깝습니다.
서구,한식,송학식당,053-553-0190,10:00 ~ 23:00,64석(룸1),3대,없음,기타 (프랑스어),가능,불가능,불가능,가능,"불고기(150g) 13,000원  주먹시(150g) 22,000원육회(150g) 25,000원  대창곱창구이(150g) 13,000원삼겹살(150g) 9,000원  차돌배기(150g) 15,000원주먹곱창 14,000원  갈비살(150g) 22,000원생고기(200g) 25,000원  곱창전골 13,000원",33년 이상 전통의 송학식당은 서구 중리동 곱창골목에 위치한 오래된 음식점으로 곱창요리가 유명한 음식점입니다.,주변에 지하철이 없습니다.,버스정류장은 `퀸스로드앞` 정류장이 가장 가깝습니다.
서구,한식,동아무침회,053-552-1399,08:00 ~ 24:00,72석(룸2),2대,없음,기타 (프랑스어),,불가능,가능,가능,"무침회 (대) 18,000원 (중) 16,000원 (소) 14,000원  생가오리무침회 (대) 25,000원 (중) 20,000원 (소) 15,000원가오리아구찜 (대) 25,000원 (중) 20,000원 (소) 15,000원  납작만두 3,000원 공기밥 1,000원",동아무침회는 반고개 무침회골목에 위치한 39년 이상 전통의 무침회 전문점입니다. 대구 10味 중 하나입니다.,가장 가까운 지하철은 2호선 반고개역 1번 출구에서 약 450m,버스정류장은 `역전시장 앞` 정류장이 가장 가깝습니다.
달서구,한식,거동구이,053-522-0051,16:00 ~ 03:00,100석(룸2),20대,없음,영어 일본어 중국어<BR>기타 (아랍어),가능,불가능,불가능,가능,"생고기 40,000원 ~ 60,000원  육회(매콤한,고소한) 40,000원 ~ 60,000원생고기+육회 62,000원  생고기모듬 65,000원간천엽모듬 40,000원  젖간(소한마리분) 10,000원육회탕탕이 45,000원 ~ 60,000원  대창구이 40,000원 ~ 60,000원양지+오드레기 40,000 ~ 60,000원  소양구이 40,000원 ~ 60,000원돌문어숙회 40,000원 ~ 55,000원  돌문어튀김 40,000원 ~ 55,000원한우곱창전골 40,000원 ~ 55,000원  해물탕 40,000원 ~ 55,000원육회밥 12,000원",거동구이는 대구 10味 중 하나인 뭉티기(생고기) 전문점입니다.,주변에 지하철이 없습니다.가장 가까운 지하철은 2호선 죽전역 2번 출구 약 1.1km,버스 정류장은 `본리치안센터앞` 정류장이 가장 가깝습니다.
달서구,한식,풍전한우,053-642-3734,10:00 ~ 22:00,300석(룸10),50대,www.poongjeonhanwoo.com,영어 기타 (아랍어),가능,불가능,불가능,가능,"갈비살[특](120g) 23,000원안창살(120g) 23,000원  살치살(120g) 23,000원갈비살(120g) 18,000원  꽃등심(120g) 17,000원소금구이(120g) 14,000원  차돌박이(120g) 13,000원불고기 12,000원",풍전한우는 한우 전문점으로 100% 국내산 한우만을 사용합니다.,주변에 지하철이 없습니다.,버스정류장은 `월광수변공원` 정류장이 가장 가깝습니다.
달서구,양식,올리브가든,053-571-0037,12:00 ~ 23:00,150석(룸3),100대,없음,영어 기타 (아랍어),가능,불가능,불가능,가능,"한우 소프트 안심 스테이크 40,000원  양갈비 스테이크 33,000원이베리코 목살 스테이크 23,000원  빠네 17,000원해산물스파게티 17,000원  불고기파스타 그라탕 15,000원해산물 필라프 16,000원  새우큐민 필라프 14,000원스위트스노우피자 16,000원",다양한 메뉴로 모두가 즐길 수 있는 죽전네거리에 위치한 패밀리형 레스토랑입니다.,지하철 2호선 죽전역 2번 출구 약 300m,버스정류장은 `우방드림시티건너` 정류장이 가장 가깝습니다.
달서구,한식,한실골따지,053-636-4666,08:00 ~ 22:00,190석(룸5),30대,없음,기타 (아랍어),가능,불가능,불가능,가능,"모듬생선(버섯청국장+생선3종) 12,000원  해물청국장 8,000원 버섯청국장 7,000원약선된장찌개 7,000원  약선한방오리(닭) 50,000원약선한방약념오리주물럭(대)42,000원 (중)27,000원  자동회전오리구이 42,000원생오리 로스(1kg이상) 40,000원  돼지고기 수육 18,000원왕소금 삼겹살(3인분이상) 8,000원","한실골따지는 한실들 먹거리마을에 위치한 참숯장작 오리구이, 청국장 보리밥 전문점으로 웰빙음식점입니다.",주변 지하철이 없습니다.,버스정류장은 `대곡주공6단지앞` 정류장이 가장 가깝습니다. (도보로 1.83.km입니다.)
달서구,한식,하늘타리,053-636-8427,10:00 ~ 22:00,300석(룸10),50대,없음,영어 기타 (아랍어),가능,가능,불가능,가능,"명품돼지갈비(200g) 8,500원 제주생오겹살(130g) 9,000원 제주생목살(130g) 9,000원  약초밥상(돌솥밥) 13,500원한우불고기 약초밥상 18,500원  한우갈비찜 약초밥상 19,500원한우특수부위살(120g) 22,000원  한우갈비살(120g) 20,000원생양념한우갈비살(120g) 20,000원",하늘타리는 숯불고기와 약초밥상을 맛보실 수 있는 약초밥상 숯불가든입니다.,주변에 지하철이 없습니다.,버스정류장은 `월광수변공원` 정류장이 가장 가깝습니다.
달서구,한식,월배메기매운탕,053-641-0883,10:30 ~ 21:00,66석(룸2),없음,없음,영어 기타 (아랍어),가능,불가능,불가능,가능,"메기매운탕 22,000원 ~ 36,000원 메기찜 30,000원 ~ 42,000원빠가사리매운탕 30,000원 ~ 43,000원",약 20년의 역사를 지닌 메기매운탕 전문점입니다.,지하철 1호선 월배역 1번 출구 약 800m,버스정류장은 `태왕아너스베스타앞` 정류장이 가장 가깝습니다.
달서구,한식,영천댐자양식당,053-642-9014,11:00 ~ 21:00,62석(룸4),20대,없음,기타 (아랍어),가능,불가능,불가능,가능,"붕어탕/붕어 어탕국수 25,000원 ~ 50,000원  메기탕/메기 어탕국수 20,000원 ~ 35,000원메기찜 30,000원 ~ 40,000원  쏘가리 (大) 60,000원",영천댐 자양식당은 붕어탕과 메기매운탕 전문점입니다.,주변에 지하철이 없습니다.,버스정류장은 `월광수변공원` 정류장이 가장 가깝습니다.
달서구,한식,아라한정식,053-571-0038,12:00 ~ 22:00,200석(룸14),170대,없음,영어 기타 (아랍어),가능,불가능,불가능,가능,"대감님 상 코스(1인) 70,000원  아라한정식 코스(1인) 50,000원수라상 코스(1인) 35,000원  장금이상 코스(!인) 25,000원교자상(점심특선) 17,000원  한우떡갈비(일품요리) 35,000원한우갈비살(국내산) 24,000원  안창살코스정식 50,000원갈비살 코스정식 40,000원","죽전네거리에 위치한 한정식, 한우구이 전문점입니다. 건강 밥상을 추구하는 곳입니다.",지하철 2호선 죽전역 2번 출구 약 300m,버스정류장은 `우방드림시티건너` 정류장이 가장 가깝습니다.
달서구,양식,아담스키친,053-555-5486,09:00 ~ 23:00,80석,계명대 주차가능,없음,영어 일본어 중국어<BR>기타 (아랍어),가능,불가능,불가능,가능,"고르곤졸라 피자 12,000원  불고기피자 13,000원알리오 올리오 13,000원  까빠산떼 16,000원카프레제 파스타 15,000원  등심 스테이크 28,000원안심 스테이크 35,000원  수제 돈가스 15,000원송이버섯 크림 리조또 16,000원",아담스키친은 도시풍의 세련되고 우아한 스타일의 정통레스토랑입니다.,지하철 2호선 계명대역 7번 출구 약 422m,버스정류장은 `계명대학교동문앞` 정류장이 가장 가깝습니다.
달서구,중식,신신반점 본점,053-625-7750,00:00 ~24:00,74석,20대,없음,영어 일본어 중국어<BR>기타 (아랍어),가능,불가능,가능,불가능,"해물짬뽕 7,000원  문어짬뽕 15,000원짬제비 7,000원  짬뽕밥 7,000원짜장면 5,500원  탕수육 15,000원 ~ 30,000원",문어짬뽕으로 유명한 대구를 대표하는 짬뽕전문점입니다.,지하철 2호선 두류역 16번 출구 약 293m,버스정류장은 `현대해상 앞` 정류장이 가장 가깝습니다.
달서구,한식,신성한우식육식당,053-583-8900,10:00 ~ 22:00,170석(룸14),30대,없음,일본어 기타 (아랍어),가능,불가능,불가능,가능,"한우갈비살(100g) 26,000원  한우양념갈비살(130g) 26,000원영천육회(200g) 22,000원  신성스페셜(100g) 30,000원한우불고기(200g) 17,000원  육회비빔밥 19,000원한우갈비탕 10,000원  한우육회냉면 9,000원소고기찌개 10,000원",신성한우식육식당은 최고급 한우만을 엄선한 한우고기 전문점입니다.,지하철 2호선 성서산업단지역 3번 출구 약 100m,버스정류장은 `성서119안전센터 앞` 정류장이 가장 가깝습니다.
달서구,한식,소백산양대창구이,053-587-9293,11:00 ~ 02:00,100석(룸2),10대,없음,기타 (아랍어),,불가능,불가능,가능,"특양구이(150g) 20,000원  한우대창구이(180g) 18,000원한우홍창구이(180g) 15,000원  한우갈비살구이(100g) 22,000원목살 소금구이(150g) 9,000원  돼지갈비(200g) 9,000원꿀육회(200g) 25,000원  양대창모듬(650g) 65,000원안창갈비(150g) 13,000원 불고기곱창전골(1인분) 12,000원불고기대창전골(1인분) 12,000원 소불고기전골(1인분) 12,000원",소백산양대창구이는 특양구이와 한우대창구이 전문점입니다.,주변에 지하철이 없습니다. 가장 가까운 지하철은 2호선 계명대역으로 3번 출구 1.29km,버스정류장은 `모다아울렛 앞 ` 정류장이 가장 가깝습니다.
동구,한식,재바우참숯불,053-422-4800,10:00 ~ 23:00,242석(룸7),25대,없음,기타 (아랍어),가능,불가능,불가능,가능,"돼지갈비(200g) 9,000원  육회(200g) 25,000원삼겹살(150g) 10,000원  갈비살 모듬(100g) 23,000원꽃등심(100g) 19,000원  안창살(100g) 30,000원옛날불고기(200g) 11,000원  육회비빔밥 12,000원한우국밥 8,000원  곤드레돌솥밥 11,000원곰탕 9,000원",재바우참숯불은 한우와 돼지 등 다양한 숯불고기를 맛볼 수 있는 음식점입니다.,지하철 1호선 신천역 1번 출구 약 98m,버스정류장은 `신천역` 정류장이 가장 가깝습니다.
동구,퓨전/뷔페,웨딩하모니,053-944-5400,(평일)11:30~21:30/주말다름,350석,300대,www.weddingharmony.co.kr,영어 일본어 기타 (아랍어),가능,불가능,불가능,가능,"한식뷔페 7,000원  기타뷔페 상담 후 결정",대구 동구에 위치한 웨딩하모니는 예약을 통해서만 운영이 이루어지는 곳으로 뷔페요리 전문점입니다.,주변에 지하철이 없습니다. 가장 가까운 지하철은 1호선 아양교역 3번 출구 약 1.5km,버스정류장은 `농협웅앙회건너` 정류장이 가장 가깝습니다.
달서구,양식,첫번째집,053-638-0701,11::30 ~ 22:00,50석,15대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"콰트로 포르마치오 20,000원  카프리쵸사 20,000원고르곤졸라 16,000원  해산물 매운볶음 스파게티 10,000원대하파스타 10,000원  곡물수제돈까스 10,000원불고기 샐러드 12,000원  한우크림리조또 12,000원",첫번째집은 이탈리아 정통화덕피자와 파스타 전문 음식점 입니다.,주변 지하철이 없습니다.,버스 정류장은 `대곡주공6단지앞` 정류장이 가장 가깝습니다.
달서구,한식,제주신물회,053-588-9705,10:00 ~ 22:00,100석(룸6),100대,없음,기타 (이태리어),가능,불가능,불가능,가능,"제주물회 13,000원  제주특물회 16,000원해삼물회 20,000원  자연산물회 22,000원전복물회 22,000원  회덮밥 13,000원자연산 세꼬시 80,000원 ~ 120,000원","제주신물회는 물회, 회 전문점입니다.",주변에 지하철이 없습니다. 가장 가까운 지하철은 2호선 계명대역 3번 출구 1.6km,버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.
달서구,한식,서남시장 김주연 왕족발,053-561-6933,09:00 ~ 23:00,64석-2F,공영주차장,없음,기타 (이태리어),가능,불가능,불가능,불가능,"왕족발 2-3인분 25,000원 왕족발 3-4인분 30,000원왕족발 4-5인분 35,000원",이곳은 25년간 왕족발 한가지만을 판매하고 있습니다. 국내산 생육만을 사용하여 만드는 것이 이곳 맛의 비결이라고 합니다.,지하철 2호선 감삼역 1번 출구 약 430m,버스정류장은 `서남시장앞` 정류장이 가장 가깝습니다.
달서구,양식,두남자의그릴,053-635-3292,12:00 ~ 23:00(평일 16:30~23:00),100석(룸1),40대,blog.naver.com/twogrill,영어 기타 (이태리어),가능,불가능,불가능,가능,"바닷가재 구이(치즈,버터) 39,000원  바닷가재 찜 39,000원바닷가재 회 세트 78,000원  바닷가재점보사이즈통구이 120,000원",두남자의 그릴 시즌2는 바닷가재 전문점으로 다양한 요리의 바닷가재를 맛볼 수 있습니다.,주변에 지하철이 없습니다.,버스정류장은 `월광수변공원` 정류장이 가장 가깝습니다.
달서구,한식,달마루 숯불갈비,053-592-9595,11:00 ~ 22:00,230석(룸7),12대,없음,영어 일본어 기타 (이태리어),,가능,불가능,가능,"갈비살(120g) 20,000원  육회(200g) 22,000원달마루돼지갈비(200g) 8,000원  생삼겹살(130g) 8,000원돌솥밥정식 10,000원  육회비빔밥 8,000원돌솥비빔밥 6,000원  영양알밥 7,000원냉면 6,000원",달마루 숯불갈비는 돼지갈비 전문점입니다.,주변에 지하철 이 없습니다. 가장 가까운 지하철은 2호선 계명대역 3번 출구로 약 1.69km,버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.
달서구,한식,다금정,053-586-3366,09:30 ~ 21:30,140석(룸10),30대,cityfood.co.kr/h9/geumjangjangeo,영어 일본어 기타 (이태리어),가능,불가능,불가능,가능,"일품장어 39,000원  복분자장어 43,000원전복장어 48,000원  송이장어 48,000원다금상 30,000원  다복상 40,000원화목상 50,000원  다금정스페셜 80,000원점심특선 한상차림(영양돌솥밥) 12,000원",다금정은 금감장어&퓨전한정식 전문점 입니다.,주변에 지하철이 없습니다. 가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.64km,버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.
